15097;BACTEROL;200mg+40mg/5mL;146;Fco. X 45mL;1;2013-09-03;E20980;167
15098;BACTEROL;200mg+40mg/5mL;146;Fco. X 5 mL;1;2013-09-03;E20980;167
15099;SALBUTAMOL;100mcg/Dosis;2;Aer. X 200 Dosis;1;2017-11-28;EG6468;244
15100;ACICLOVIR;200mg;152;Caja Tab.;300;2014-11-19;NG2186;421
15101;ABNOBAVISCUM QUERCUS;0.015mg/mL;119;Caja Amp.;8;2015-05-30;E22265;196
15102;LACTULOSA;3.3g/5mL;124;Caja Fco. X 240 mL;1;2013-10-01;NG5885;351
15103;ATROPINA SULFATO;1mg/mL;128;Caja Amp.;1;2016-10-22;EG5158;344
15104;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;2;2018-09-04;E20984;167
15105;ATROPINA SULFATO;1mg/mL;128;Caja Amp.;20;2016-10-22;EG5158;344
15106;ATROPINA SULFATO;1mg/mL;128;Caja Amp.;50;2016-10-22;EG5158;344
15107;ATROPINA SULFATO;1mg/mL;128;Caja Amp.;100;2016-10-22;EG5158;344
15108;LACTULOSA;3.3g/5mL;124;Caja Fco. X 30 mL;1;2013-10-01;NG5885;351
15109;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;4;2018-09-04;E20984;167
15110;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;6;2018-09-04;E20984;167
15111;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;8;2018-09-04;E20984;167
15112;ATROPINA SULFATO;0.5mg/mL;128;Amp. x 1 mL;25;2016-11-15;NG1522;282
15113;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;10;2018-09-04;E20984;167
15114;LACTULOSA;3.3g/5mL;124;Caja Fco. X 60 mL;1;2013-10-01;NG5885;351
15115;AMITRIPTILINA;25mg;162;Caja Tab.;100;2015-10-23;NG6326;289
15116;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;12;2018-09-04;E20984;167
15117;LACTULOSA;3.3g/5mL;124;Caja Fco. X 90 mL;1;2013-10-01;NG5885;351
15118;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;15;2018-09-04;E20984;167
15119;ALVIERA;0.001;52;Tubo x 30 g;1;2017-03-21;N27145;228
15120;LACTULOSA;3.3g/5mL;124;Caja Fco. x 180 mL;1;2013-10-01;NG5885;351
15121;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;16;2018-09-04;E20984;167
15122;AMIKACINA;500mg/2mL;128;Amp. x 2 mL;10;2011-04-20;NG2719;282
15123;AMIKACINA;500mg/2mL;128;Amp. x 2 mL;25;2011-04-20;NG2719;282
15124;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;20;2018-09-04;E20984;167
15125;ALGIAS;10mg;37;Caja Tab.;1;2015-08-27;E22327;420
15126;ALGIAS;10mg;37;Caja Tab.;4;2015-08-27;E22327;420
15127;ALGIAS;10mg;37;Caja Tab.;10;2015-08-27;E22327;420
15128;ALGIAS;10mg;37;Caja Tab.;30;2015-08-27;E22327;420
15129;ALGIAS;10mg;37;Caja Tab.;50;2015-08-27;E22327;420
15130;ALGIAS;10mg;37;Caja Tab.;100;2015-08-27;E22327;420
15131;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;21;2018-09-04;E20984;167
15132;ACICLOVIR;0.03;171;Tubo x 5 g;1;2014-12-17;NG2229;255
15133;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;24;2018-09-04;E20984;167
15134;ACICLOVIR;0.03;171;Tubo x 5 g;48;2014-12-17;NG2229;255
15135;ACNEBIOT;100mg;162;Caja Tab.;30;2017-01-28;N27083;228
15136;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;25;2018-09-04;E20984;167
15137;ACICLOVIR;200mg;152;Caja Tab.;50;2013-10-23;NG1810;12
15138;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;30;2018-09-04;E20984;167
15139;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;50;2018-09-04;E20984;167
15140;ABNOBAVISCUM QUERCUS;1.5mg/mL;119;Amp. x 1 mL;8;2015-05-30;E22268;196
15141;AMIK;500mg/2mL;128;Caja Amp.;1;2014-09-16;E21935;236
15142;AMIK;500mg/2mL;128;Caja Amp.;10;2014-09-16;E21935;236
15143;BACTEROL FORTE LEROY;800mg+160mg;28;Caja Tab.;100;2018-09-04;E20984;167
15144;AMIK;500mg/2mL;128;Caja Amp.;50;2014-09-16;E21935;236
15145;AMOXIPEN DUO;875mg;162;Caja Tab.;10;2014-11-07;N26468;266
15146;ATORVASTATINA;20mg;152;Caja Tab.;100;2014-03-17;NG4265;6
15147;APROFLAM;550mg;162;Caja Tab.;100;2017-05-23;N27181;333
15148;AZITROMICINA;500mg;162;Caja Tab.;100;2014-01-29;EG6093;244
15149;ANEURIN;25000;128;Amp. x 3 mL;100;2013-05-08;N20651;12
15150;AMFOTERICINA B;50mg;92;Caja Vial;1;2018-05-02;EG6500;344
15151;ATROPINA SULFATO;1mg/mL;128;Caja Amp. x 1 mL;10;2013-04-30;NG1695;282
15152;ATROPINA SULFATO;1mg/mL;128;Caja Amp. x 1 mL;50;2013-04-30;NG1695;282
15153;ACIDO FUSIDICO;0.02;42;Tubo x 15 g;1;2014-02-07;NG6050;228
15154;ABNOBAVISCUM MALI;15mg/mL;119;Caja Amp. x 1 mL;8;2015-05-30;E22263;196
15155;BACTIOMAX;250mg/5mL;104;Fco. X 120 mL;1;2014-04-01;N25655;280
15156;AMIKACINA;500mg/2mL;128;Caja Amp. x 2 mL;50;2013-11-07;EG5947;244
15157;AMIKACINA;500mg/2mL;128;Caja Amp. x 2 mL;100;2013-11-07;EG5947;244
15158;BACTIOMAX;250mg/5mL;104;Fco. x 150 mL;1;2014-04-01;N25655;280
15159;BACTIOMAX;250mg/5mL;104;Fco. X 30 mL;1;2014-04-01;N25655;280
15160;BACTIOMAX;250mg/5mL;104;Fco. X 60 mL;1;2014-04-01;N25655;280
15161;AMOXICILINA + ACIDO CLAVULANICO;250mg+62.5mg/5mL;104;Fco. x 100 mL;1;2011-09-03;NG5058;300
15162;AMOXICILINA + ACIDO CLAVULANICO;250mg+62.5mg/5mL;104;Fco. x 120 mL;1;2011-09-03;NG5058;300
15163;AMOXICILINA + ACIDO CLAVULANICO;250mg+62.5mg/5mL;104;Fco. x 30 mL;1;2011-09-03;NG5058;300
15164;AMOXICILINA + ACIDO CLAVULANICO;250mg+62.5mg/5mL;104;Fco. x 90 mL;1;2011-09-03;NG5058;300
15165;BACTIOMAX;250mg/5mL;104;Fco. x 90 mL;1;2014-04-01;N25655;280
15166;AMOXIDIN DUO;875mg;162;Caja Tab.;100;2017-11-02;N27259;282
15167;APOMOR;;107;Pote x 30 g;1;2013-06-26;N24768;167
15168;APOMOR;;107;Pote x 60 g;1;2013-06-26;N24768;167
15169;APOMOR;;107;Tubo x 30 g;1;2013-06-26;N24768;167
15170;BACTRIPLUS;200mg+40mg/5mL;141;Fco. X 120 mL;1;2014-08-12;N25966;280
15171;APOMOR;;107;Tubo x 60 g;1;2013-06-26;N24768;167
15172;BACTRIPLUS;200mg+40mg/5mL;141;Fco. X 150 mL;1;2014-08-12;N25966;280
15173;ATROPINA SULFATO;0.25mg/mL;128;Caja Amp. x 1 mL;1;2011-10-26;EG5164;344
15174;ATROPINA SULFATO;0.25mg/mL;128;Caja Amp. x 1 mL;100;2011-10-26;EG5164;344
15175;BACTRIPLUS;200mg+40mg/5mL;141;Fco. X 30 mL;1;2014-08-12;N25966;280
15176;BACTRIPLUS;200mg+40mg/5mL;141;Fco. X 60 mL;1;2014-08-12;N25966;280
15177;AMINOFILINA;250mg/10mL;128;Caja Amp.;10;2012-12-18;EG2061;395
15178;AMINOFILINA;250mg/10mL;128;Caja Amp.;30;2012-12-18;EG2061;395
15179;AMINOFILINA;250mg/10mL;128;Caja Amp.;50;2012-12-18;EG2061;395
15180;AMOXOR;250mg/5mL;104;Fco. x 60 mL;1;2016-05-12;E22468;306
15181;BACTRIPLUS;200mg+40mg/5mL;141;Fco. X 90 mL;1;2014-08-12;N25966;280
15182;BECKATRIM FORTE;800mg+160mg;162;Caja Tab.;100;2013-06-27;N24774;366
15183;ALBENDAZOL;200mg;160;Caja Tab.;200;2016-01-18;NG4837;228
15184;ALERGIZER;5mg/5mL;77;Fco. x 120 mL;1;2014-09-13;N26213;280
15185;BELFORT F;;162;Caja Tab.;200;2014-08-27;N26088;178
15186;ALERGIZER;5mg/5mL;77;Fco. x 150 mL;1;2014-09-13;N26213;280
15187;ALERGIZER;5mg/5mL;77;Fco. x 60 mL;1;2014-09-13;N26213;280
15188;ABNOBAVISCUM MALI;1.5mg/mL;119;Caja Amp. x 1 mL;8;2015-06-02;E22271;196
15189;ABNOBAVISCUM ABIETIS;15mg/mL;119;Caja Amp. x 1 mL;8;2015-05-30;E22267;196
15190;SCHERIDERM;;42;Tubo x 10 g;1;2014-01-20;E11487;37
15191;SCHERIDERM;;42;Tubo x 20 g;1;2014-01-20;E11487;37
15192;AZITROMICINA;200mg/5mL;104;Fco.x 60 mL;1;2012-10-21;NG5421;301
15193;SCHERIDERM;;42;Tubo x 30 g;1;2014-01-20;E11487;37
15194;BEN GAY;;52;Tubo x 85 g;1;2015-01-30;N14288;282
15195;ALGIAS;20mg;37;Caja Tab.;1;2016-01-05;E22394;420
15196;BEN GAY;;52;Tubo. x 28 g;12;2015-01-30;N14288;282
15197;ALGIAS;20mg;37;Caja Tab.;4;2016-01-05;E22394;420
15198;ALGIAS;20mg;37;Caja Tab.;10;2016-01-05;E22394;420
15199;ALGIAS;20mg;37;Caja Tab.;20;2016-01-05;E22394;420
15200;ALGIAS;20mg;37;Caja Tab.;30;2016-01-05;E22394;420
15201;ALGIAS;20mg;37;Caja Tab.;100;2016-01-05;E22394;420
15202;AFLAXIL COMPUESTO;;162;Caja Tab.;100;2013-07-04;N24791;44
15203;ALVIERA;0.1;42;Tubo x 30 g;1;2016-04-17;N26992;228
15204;S-10;0.1;123;Fco. x 10 mL;1;2016-06-23;N22635;255
15205;S-10;0.1;123;Fco. x 10 mL;48;2016-06-23;N22635;255
15206;ALBENDAZOL;100mg/5mL;146;Fco. x 20 mL;10;2014-01-13;NG1884;228
15207;ALBENDAZOL;100mg/5mL;146;Fco. x 20 mL;50;2014-01-13;NG1884;228
15208;ALBENDAZOL;100mg/5mL;146;Fco. x 20 mL;100;2014-01-13;NG1884;228
15209;ALBENDAZOL;100mg/5mL;146;Fco. x 30 mL;1;2014-01-13;NG1884;228
15210;SALES DE REHIDRATACION ORAL;;101;Caja Sob. X 27.9 g;25;2011-11-05;EG5180;109
15211;ALBENDAZOL;100mg/5mL;146;Fco. x 30 mL;10;2014-01-13;NG1884;228
15212;ALBENDAZOL;100mg/5mL;146;Fco. x 30 mL;50;2014-01-13;NG1884;228
15213;ALBENDAZOL;100mg/5mL;146;Fco. x 30 mL;100;2014-01-13;NG1884;228
15214;SALES DE REHIDRATACION ORAL;;101;Caja Sob. x 27.9 g;100;2011-11-05;EG5180;109
15215;AMERITON;0.002;107;Tubo x 25 g;1;2017-05-06;N27174;246
15216;AMERITON;0.002;107;Tubo x 35 g;1;2017-05-06;N27174;246
15217;AMERITON;0.002;107;Tubo x 50 g;1;2017-05-06;N27174;246
15218;BENCILPENICILINA BENZATINICA;1200000UI;103;Caja Vial.;1;2013-01-11;EG5651;244
15219;AMIODARONA;200mg;152;Caja Tab.;500;2013-03-19;NG1664;6
15220;AMITRIPTILINA;25mg;152;Caja Tab.;500;2015-10-22;NG1340;228
15221;BENCILPENICILINA BENZATINICA;1200000UI;103;Caja Vial.;50;2013-01-11;EG5651;244
15222;SALES DE REHIDRATACION ORAL;20.5g;94;Caja Sob. x 20.5 g;10;2016-04-13;NG4918;421
15223;AMPHOTRET;50mg;99;Caja Vial;1;2017-06-02;E22778;346
15224;BENCILPENICILINA BENZATINICA;1200000UI;103;Caja Vial;100;2013-01-11;EG5651;244
15225;AUGMENTIN ES;600mg+42.9mg/5mL;104;Fco. x 100 mL;1;2017-08-23;E22857;203
15226;AUGMENTIN ES;600mg+42.9mg/5mL;104;Fco. x 20 mL;1;2017-08-23;E22857;203
15227;AUGMENTIN ES;600mg+42.9mg/5mL;104;Fco. x 50 mL;1;2017-08-23;E22857;203
15228;SALES DE REHIDRATACION ORAL;20.5g;94;Caja Sob. X 20.5 g;20;2016-04-13;NG4918;421
15229;SALES DE REHIDRATACION ORAL;20.5g;94;Caja Sob. X 20.5 g;25;2016-04-13;NG4918;421
15230;AB-FORTIMICIN NF;1200mg;99;Vial + Solv. x 5 mL;6;2014-02-11;N25554;421
15231;AB-FORTIMICIN NF;1200mg;99;Vial + Solv. x 5 mL;10;2014-02-11;N25554;421
15232;AB-FORTIMICIN NF;1200mg;99;Vial + Solv. x 5 mL;12;2014-02-11;N25554;421
15233;SALES DE REHIDRATACION ORAL;20.5g;94;Caja Sob. X 20.5 g;50;2016-04-13;NG4918;421
15234;AB-FORTIMICIN NF;1200mg;99;Vial + Solv. x 5 mL;25;2014-02-11;N25554;421
15235;AB-FORTIMICIN NF;1200mg;99;Vial + Solv. x 5 mL;30;2014-02-11;N25554;421
15236;AB-FORTIMICIN NF;1200mg;99;Vial + Solv. x 5 mL;50;2014-02-11;N25554;421
15237;AMINOVEN INFANT;0.1;119;Caja Fco. x 100 mL;10;2015-09-15;E22332;395
15238;BENCILPENICILINA PROCAINICA;1000000UI;103;Caja Vial;50;2012-04-22;EG5344;83
15239;BENCILPENICILINA PROCAINICA;1000000UI;103;Caja Vial;100;2012-04-22;EG5344;83
15240;ANEURIN 10 000;;128;Amp. x 3 mL;5;2013-06-07;N20688;12
15241;ANEURIN 10 000;;128;Amp. x 3 mL;10;2013-06-07;N20688;12
15242;ANEURIN 10 000;;128;Amp. x 3 mL;20;2013-06-07;N20688;12
15243;ANEURIN 10 000;;128;Amp. x 3 mL;25;2013-06-07;N20688;12
15244;ANEURIN 10 000;;128;Amp. x 3 mL;50;2013-06-07;N20688;12
15245;BENCILPENICILINA PROCAINICA;1000000UI;103;Caja Vial;200;2012-04-22;EG5344;83
15246;BENCILPENICILINA PROCAINICA;1000000UI;103;Caja Vial;500;2012-04-22;EG5344;83
15247;AMOXIDIN CL;500mg+125mg;162;Caja Tab.;100;2012-05-11;N23476;282
15248;ALBENDAZOL;200mg;152;Caja Tab.;100;2012-09-26;NG3459;282
15249;LAMOFLOX;0.005;123;Fco. X 10 mL;10;2014-10-16;N26349;255
15250;LAMOFLOX;0.005;123;Fco. X 10 mL;15;2014-10-16;N26349;255
15251;BENCILPENICILINA PROCAINICA;1000000UI;103;Caja Vial;1;2012-08-17;EG5482;109
15252;LAMOFLOX;0.005;123;Fco. X 10 mL;20;2014-10-16;N26349;255
15253;LAMOFLOX;0.005;123;Fco. X 10 mL;100;2014-10-16;N26349;255
15254;LAMOFLOX;0.005;123;Fco. X 15 mL;10;2014-10-16;N26349;255
15255;BENCILPENICILINA PROCAINICA;1000000UI;103;Caja Vial;10;2012-08-17;EG5482;109
15256;LAMOFLOX;0.005;123;Fco. X 15 mL;15;2014-10-16;N26349;255
15257;BENCILPENICILINA PROCAINICA;1000000UI;103;Caja Vial;100;2012-08-17;EG5482;109
15258;LAMOFLOX;0.005;123;Fco. X 15 mL;20;2014-10-16;N26349;255
15259;AMPICILINA;1g;99;Caja Vial;1;2016-12-17;EG5223;83
15260;AMPICILINA;1g;99;Caja Vial;50;2016-12-17;EG5223;83
15261;AMPICILINA;1g;99;Caja Vial;100;2016-12-17;EG5223;83
15262;ACIDO FOLICO;0.5mg;152;Caja Tab.;100;2013-06-21;NG5652;282
15263;BENCILPENICILINA SODICA;1000000U;99;Caja Vial;1;2013-01-12;EG5652;244
15264;BENCILPENICILINA SODICA;1000000U;99;Caja Vial;5;2013-01-12;EG5652;244
15265;AMPICO-SBT;;99;Caja Fco. Vial;5;2013-11-27;E21252;294
15266;AMPICO-SBT;;99;Caja Fco. Vial;10;2013-11-27;E21252;294
15267;BENCILPENICILINA SODICA;1000000U;99;Caja Vial;20;2013-01-12;EG5652;244
15268;AMPICO-SBT;;99;Caja Fco. Vial;50;2013-11-27;E21252;294
15269;LIDOCAINA;0.02;119;Caja Vial X 20 mL;8;2015-12-01;NG2559;321
15270;AMPICO-SBT;;99;Caja Fco. Vial;100;2013-11-27;E21252;294
15271;BENCILPENICILINA SODICA;1000000U;99;Caja Vial;25;2013-01-12;EG5652;244
15272;BENCILPENICILINA SODICA;1000000U;99;Caja Vial;50;2013-01-12;EG5652;244
15273;ATENOLOL;100mg;152;Caja Tab.;300;2011-07-07;NG255;421
15274;BENCILPENICILINA SODICA;1000000U;99;Caja Vial;100;2013-01-12;EG5652;244
15275;ARCOXIA;120mg;37;Caja Tab.;7;2018-05-30;E23042;293
15276;AUGMENTIN;400mg+57mg/5mL;104;Fco. x 70 mL;1;2013-05-10;E20638;203
15277;BENZATINA BENCILPENICILINA;1200000UI;103;Caja Vial;100;2013-03-14;EG2218;433
15278;BENZATINA BENCILPENICILINA;1200000UI;103;Caja Vial;500;2013-03-14;EG2218;433
15279;AZACITIDINA;100mg;92;Caja Vial;1;2018-01-06;EE00021;330
15280;BENZATINA BENCILPENICILINA;1200000UI;103;Caja Vial;1000;2013-03-14;EG2218;433
15281;ALMORA;20mg;162;Caja Tab.;30;2014-01-07;N25375;330
15282;AMOXI-C;250mg/5mL;146;Fco. x 60 mL;1;2013-01-23;E20206;333
15283;AMOXI-C;250mg/5mL;146;Fco. x 60 mL;6;2013-01-23;E20206;333
15284;AMOXI-C;250mg/5mL;146;Fco. x 60 mL;12;2013-01-23;E20206;333
15285;AMOXI-C;250mg/5mL;146;Fco. x 60 mL;24;2013-01-23;E20206;333
15286;ALISEP;10mg;162;Caja Tab.;30;2016-09-04;N27042;228
15287;ALISEP;5mg;162;Caja Tab.;30;2017-04-22;N27167;228
15288;ABNOBAVISCUM QUERCUS;0.15mg/mL;119;Amp. x 1 mL;8;2015-06-02;E22273;196
15289;ABNOBAVISCUM QUERCUS;15mg/mL;119;Amp. x 1 mL;8;2015-05-30;E22269;196
15290;ALERDIF;5mg/5mL;77;Fco. x 60 mL;1;2017-06-03;N27194;21
15291;AMIK-1;1g/4mL;119;Amp. x 4 mL;1;2017-06-30;E22810;236
15292;ATORVASTATINA;40mg;162;Caja Tab.;4;2014-01-17;NG5991;431
15293;ATORVASTATINA;40mg;162;Caja Tab.;10;2014-01-17;NG5991;431
15294;ATORVASTATINA;40mg;162;Caja Tab.;20;2014-01-17;NG5991;431
15295;ATORVASTATINA;40mg;162;Caja Tab.;50;2014-01-17;NG5991;431
15296;ATORVASTATINA;40mg;162;Caja Tab.;100;2014-01-17;NG5991;431
15297;ATORVASTATINA;40mg;162;Caja Tab.;200;2014-01-17;NG5991;431
15298;LIDOCAINA 2% CON EPINEFRINA 1:100 000;;119;Caja Carpula X 1.8 mL;5;2014-03-01;NG6065;282
15299;LIDOCAINA 2% CON EPINEFRINA 1:100 000;;119;Caja Carpula X 1.8 mL;10;2014-03-01;NG6065;282
15300;LIDOCAINA 2% CON EPINEFRINA 1:100 000;;119;Caja Carpula X 1.8 mL;20;2014-03-01;NG6065;282
15301;LIDOCAINA 2% CON EPINEFRINA 1:100 000;;119;Caja Carpula X 1.8 mL;50;2014-03-01;NG6065;282
15302;AMINOPLASMAL 10% E;;128;Caja Fco. x 500 mL;10;2012-10-03;E6195;33
15303;LIDOCAINA 2% CON EPINEFRINA 1:100 000;;119;Caja Carpula X 1.8 mL;100;2014-03-01;NG6065;282
15304;TOPIREST;100mg;162;Caja Tab.;30;2016-07-02;N27029;228
15305;ABNOBAVISCUM MALI;0.15mg/mL;119;Caja Amp. x 1 mL;8;2015-05-30;E22264;196
15306;ABNOBAVISCUM MALI;0.015mg/mL;119;Caja Amp. x 1 mL;8;2015-05-30;E22261;196
15307;AMPICILINA + SULBACTAM;1g+0.5g;99;Caja Vial;1;2014-12-06;EG6281;83
15308;AMPICILINA + SULBACTAM;1g+0.5g;99;Caja Vial;100;2014-12-06;EG6281;83
15309;AVASTIN;400mg/16mL;41;Caja Vial x 16 mL;1;2014-10-28;BE00656;379
15310;AXELIA;150mg;8;Caja Cap.;30;2017-05-27;N27186;228
15311;AXELIA;75mg;8;Caja Cap.;30;2016-08-11;N27040;228
15312;ZEPHYR;100mg;162;Caja Tab.;30;2016-06-12;N27022;228
15313;SALBUTORLIN;100mcg/dosis;2;Caja Aer.;50;2013-10-19;E21138;422
15314;SERENUS;100mg;162;Caja Tab.;30;2017-01-29;N27085;228
15315;XILONEST;0.02;76;Tubo x 10 mL;1;2013-03-16;N11514;282
15316;SERENUS;200mg;162;Caja Tab.;30;2016-09-08;N27044;228
15317;SERENUS;25mg;162;Caja Tab.;30;2017-04-04;N27154;228
15318;SERENUS;300mg;162;Caja Tab.;30;2016-09-29;N27051;228
15319;BETACAR;25mg;28;Caja Comp.;100;2013-07-26;E15733;167
15320;SEROTOCAF;250mg/5mL;104;Fco. x 60 mL;1;2017-06-20;E22794;61
15321;LANATOSIDO C;0.4mg/2mL;128;Caja Amp. X 2 mL;5;2014-10-06;EG1029;395
15322;LANATOSIDO C;0.4mg/2mL;128;Caja Amp. X 2 mL;25;2014-10-06;EG1029;395
15323;LANATOSIDO C;0.4mg/2mL;128;Caja Amp. X 2 mL;50;2014-10-06;EG1029;395
15324;SEROTOCAF�;500mg;8;Caja Tab.;100;2017-03-02;E22665;61
15325;LANSOPRAZOL;30mg;16;Caja Cap.;7;2012-11-29;EG5599;369
15326;LANSOPRAZOL;30mg;16;Caja Cap.;10;2012-11-29;EG5599;369
15327;LANSOPRAZOL;30mg;16;Caja Cap.;14;2012-11-29;EG5599;369
15328;LANSOPRAZOL;30mg;16;Caja Cap.;28;2012-11-29;EG5599;369
15329;LANSOPRAZOL;30mg;16;Caja Cap.;30;2012-11-29;EG5599;369
15330;LANSOPRAZOL;30mg;16;Caja Cap.;48;2012-11-29;EG5599;369
15331;LANSOPRAZOL;30mg;16;Caja Cap.;100;2012-11-29;EG5599;369
15332;BETAMETASONA;0.0005;42;Tubo X 20 g;1;2018-03-04;EN00006;6
15333;BETAMETASONA;0.0005;42;Tubo X 20 g;25;2018-03-04;EN00006;6
15334;BETAMETASONA;0.0005;42;Tubo X 20 g;50;2018-03-04;EN00006;6
15335;BETAMETASONA;0.0005;42;Tubo X 20 g;100;2018-03-04;EN00006;6
15336;ZINPIOX� PLUS;0.05;42;Caja Tbo. x 30 g;10;2013-03-09;N24445;282
15337;ZINPIOX� PLUS;0.05;42;Caja Tbo. x 30 g;50;2013-03-09;N24445;282
15338;SERTRALINA;50mg;152;Caja Tab.;10;2013-03-02;NG3678;6
15339;ZINPIOX� PLUS;0.05;42;Caja Tbo. x 30 g;100;2013-03-09;N24445;282
15340;ZINPIOX� PLUS;0.05;42;Caja Tbo. x 30 g;120;2013-03-09;N24445;282
15341;SERTRALINA;50mg;152;Caja Tab.;20;2013-03-02;NG3678;6
15342;SERTRALINA;50mg;152;Caja Tab.;50;2013-03-02;NG3678;6
15343;SERTRALINA;50mg;152;Caja Tab.;100;2013-03-02;NG3678;6
15344;SERTRALINA;50mg;152;Caja Tab.;500;2013-03-02;NG3678;6
15345;BETAMETASONA;0.0005;42;Tubo X 30 g;1;2018-03-04;EN00006;6
15346;BETAMETASONA;0.0005;42;Tubo X 30 g;25;2018-03-04;EN00006;6
15347;SILDENAFILO;100mg;162;Caja Tab.;4;2013-05-15;NG5581;12
15348;BETAMETASONA;0.0005;42;Tubo X 30 g;50;2018-03-04;EN00006;6
15349;SILDENAFILO;100mg;162;Caja Tab.;2;2014-08-26;NG6180;308
15350;SILDENAFILO;100mg;162;Caja Tab.;4;2014-08-26;NG6180;308
15351;SILDENAFILO;100mg;162;Caja Tab.;10;2014-08-26;NG6180;308
15352;BETAMETASONA;0.0005;42;Tubo X 30 g;100;2018-03-04;EN00006;6
15353;SILDENAFILO;100mg;162;Caja Tab.;20;2014-08-26;NG6180;308
15354;SILDENAFILO;100mg;162;Caja Tab.;50;2014-08-26;NG6180;308
15355;SILDENAFILO;100mg;162;Caja Tab.;120;2014-08-26;NG6180;308
15356;SIMETICONA;80mg;152;Caja Tab.;100;2012-12-11;NG3542;167
15357;SIMVASTATINA;20mg;162;Caja Tab.;10;2014-12-23;NG6270;289
15358;SIMVASTATINA;20mg;162;Caja Tab.;20;2014-12-23;NG6270;289
15359;SIMVASTATINA;20mg;162;Caja Tab.;25;2014-12-23;NG6270;289
15360;SIMVASTATINA;20mg;162;Caja Tab.;30;2014-12-23;NG6270;289
15361;SIMVASTATINA;20mg;162;Caja Tab.;40;2014-12-23;NG6270;289
15362;SIMVASTATINA;20mg;162;Caja Tab.;50;2014-12-23;NG6270;289
15363;SIMVASTATINA;20mg;162;Caja Tab.;60;2014-12-23;NG6270;289
15364;SIMVASTATINA;20mg;162;Caja Tab.;70;2014-12-23;NG6270;289
15365;SIMVASTATINA;20mg;162;Caja Tab.;80;2014-12-23;NG6270;289
15366;SIMVASTATINA;20mg;162;Caja Tab.;90;2014-12-23;NG6270;289
15367;BICARSODIO;0.084;128;Caja Amp.;10;2014-09-16;N12562;282
15368;BICARSODIO;0.084;128;Caja Amp.;50;2014-09-16;N12562;282
15369;BICARSODIO;0.084;128;Caja Amp.;100;2014-09-16;N12562;282
15370;SINFLEMAX COMPUESTO ADULTO;;77;Fco. x 100 mL;1;2014-08-30;N26113;431
15371;BIDIMEFOR;500mg+2.5mg;162;Caja Tab.;10;2014-12-29;N21496;12
15372;BIDIMEFOR;500mg+2.5mg;162;Caja Tab.;20;2014-12-29;N21496;12
15373;BIDIMEFOR;500mg+2.5mg;162;Caja Tab.;50;2014-12-29;N21496;12
15374;BIDIMEFOR;500mg+2.5mg;162;Caja Tab.;100;2014-12-29;N21496;12
15375;BIDIMEFOR;500mg+2.5mg;162;Caja Tab.;250;2014-12-29;N21496;12
15376;LESSTAMIN;2.5mg/5mL;77;Fco. X 60 mL;1;2017-06-30;N27208;61
15377;AMPHOLIP;50mg/10mL;148;Caja Vial x 10 mL;10;2013-02-24;E20381;346
15378;AMPHOLIP;50mg/10mL;148;Caja Vial x 10 mL;50;2013-02-24;E20381;346
15379;AMPHOLIP;50mg/10mL;148;Caja Vial x 10 mL;100;2013-02-24;E20381;346
15380;AMPHOLIP;50mg/10mL;148;Caja Vial x 10 mL;200;2013-02-24;E20381;346
15381;ADALAT;10mg;8;Caja Cap.;30;2017-04-05;E22705;37
15382;ADALAT;10mg;8;Caja Cap.;100;2017-04-05;E22705;37
15383;AB BRONCOL NF 300;;103;Caja Vial + Solv.;1;2014-01-01;N25391;282
15384;AB BRONCOL NF 300;;103;Caja Vial + Solv.;2;2014-01-01;N25391;282
15385;AB BRONCOL NF 300;;103;Caja Vial + Solv.;5;2014-01-01;N25391;282
15386;AB BRONCOL NF 300;;103;Caja Vial + Solv.;10;2014-01-01;N25391;282
15387;AB BRONCOL NF 300;;103;Caja Vial + Solv.;12;2014-01-01;N25391;282
15388;AB BRONCOL NF 300;;103;Caja Vial + Solv.;20;2014-01-01;N25391;282
15389;AB BRONCOL NF 300;;103;Caja Vial + Solv.;24;2014-01-01;N25391;282
15390;AB BRONCOL NF 300;;103;Caja Vial + Solv.;25;2014-01-01;N25391;282
15391;AB BRONCOL NF 300;;103;Caja Vial + Solv.;30;2014-01-01;N25391;282
15392;AB BRONCOL NF 300;;103;Caja Vial + Solv.;50;2014-01-01;N25391;282
15393;AB BRONCOL NF 300;;103;Caja Vial + Solv.;100;2014-01-01;N25391;282
15394;LESSTAMIN;5mg;152;Caja Tab.;20;2017-06-30;N27207;61
